transaction_id,customer_id,product_id,date,quantity,price_per_unit,name,gender,age,location,product_name,category,cost_per_unit,total_amount,total_cost,profit,month
T0363,C045,P004,2023-08-18,1,9.62,William Monroe,M,42,Ayalachester,Gadget Y,Home,8.0,9.62,8.0,1.6199999999999992,2023-08
T0364,C096,P005,2023-11-11,4,27.67,Jennifer Mccoy,M,24,New Kristinmouth,Tool Z,Outdoors,15.0,110.68,60.0,50.68000000000001,2023-11
T0365,C043,P003,2023-03-22,1,8.39,Robert Morales,M,35,East Cristinaview,Gadget X,Home,5.0,8.39,5.0,3.3900000000000006,2023-03
T0366,C090,P004,2023-12-28,4,10.94,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget Y,Home,8.0,43.76,32.0,11.759999999999998,2023-12
T0367,C035,P003,2023-01-17,3,9.7,Lynn Jensen,F,64,New Monica,Gadget X,Home,5.0,29.099999999999998,15.0,14.099999999999998,2023-01
T0368,C033,P002,2023-04-09,2,20.34,Jennifer Vincent,F,33,Port Gary,Widget B,Electronics,12.0,40.68,24.0,16.68,2023-04
T0369,C016,P002,2023-08-11,3,19.5,Benjamin Brown,M,20,New Jason,Widget B,Electronics,12.0,58.5,36.0,22.5,2023-08
T0370,C041,P001,2023-04-02,2,12.59,Lynn Pruitt,F,26,Sullivanfort,Widget A,Electronics,7.0,25.18,14.0,11.18,2023-04
T0371,C096,P005,2023-11-16,2,19.77,Jennifer Mccoy,M,24,New Kristinmouth,Tool Z,Outdoors,15.0,39.54,30.0,9.54,2023-11
T0372,C098,P002,2023-01-07,3,21.25,Jonathan Snyder,F,41,Lake Amandaland,Widget B,Electronics,12.0,63.75,36.0,27.75,2023-01
T0373,C025,P002,2023-09-14,3,22.51,Theresa Smith,F,50,Sylviastad,Widget B,Electronics,12.0,67.53,36.0,31.53,2023-09
T0374,C095,P004,2023-08-13,3,13.01,Thomas Cooper,M,42,East Beverly,Gadget Y,Home,8.0,39.03,24.0,15.030000000000001,2023-08
T0375,C036,P005,2023-07-16,1,28.41,Kimberly Cross,M,61,South Reginald,Tool Z,Outdoors,15.0,28.41,15.0,13.41,2023-07
T0376,C098,P005,2023-05-05,2,24.39,Jonathan Snyder,F,41,Lake Amandaland,Tool Z,Outdoors,15.0,48.78,30.0,18.78,2023-05
T0377,C077,P003,2023-09-17,3,6.42,Andrea Fisher,F,25,North Janicebury,Gadget X,Home,5.0,19.259999999999998,15.0,4.259999999999998,2023-09
T0378,C013,P002,2023-06-12,3,18.02,Travis Kim,M,53,North Gary,Widget B,Electronics,12.0,54.06,36.0,18.060000000000002,2023-06
T0379,C038,P002,2023-06-29,2,19.81,Haley White,M,54,East Tony,Widget B,Electronics,12.0,39.62,24.0,15.619999999999997,2023-06
T0380,C047,P002,2023-09-10,1,16.43,Katherine Espinoza,F,26,South Gary,Widget B,Electronics,12.0,16.43,12.0,4.43,2023-09
T0381,C039,P001,2023-03-14,2,11.4,Jesus Dawson,F,24,New Jasmine,Widget A,Electronics,7.0,22.8,14.0,8.8,2023-03
T0382,C091,P005,2023-06-04,1,28.69,Anita Walsh,M,46,New Robertville,Tool Z,Outdoors,15.0,28.69,15.0,13.690000000000001,2023-06
T0383,C017,P003,2023-03-07,4,7.9,Todd Chavez,F,39,Austinburgh,Gadget X,Home,5.0,31.6,20.0,11.600000000000001,2023-03
T0384,C006,P001,2023-01-01,2,12.82,Clinton Fuentes,M,38,Lake Josephberg,Widget A,Electronics,7.0,25.64,14.0,11.64,2023-01
T0385,C071,P003,2023-05-06,1,7.92,Ann Stewart,M,51,Cannonshire,Gadget X,Home,5.0,7.92,5.0,2.92,2023-05
T0386,C090,P002,2023-01-28,4,19.56,Mr. Johnathan Stone MD,M,58,Abbottmouth,Widget B,Electronics,12.0,78.24,48.0,30.239999999999995,2023-01
T0387,C082,P004,2023-09-30,2,13.17,Christopher Hawkins,M,33,South Andrewport,Gadget Y,Home,8.0,26.34,16.0,10.34,2023-09
T0388,C014,P001,2023-09-21,4,10.82,Valerie Adkins,M,57,Kingville,Widget A,Electronics,7.0,43.28,28.0,15.280000000000001,2023-09
T0389,C074,P003,2023-09-14,3,7.52,Michael Thompson,F,31,North Henryburgh,Gadget X,Home,5.0,22.56,15.0,7.559999999999999,2023-09
T0390,C061,P004,2023-05-07,1,11.92,Brad Smith,M,57,Ericaton,Gadget Y,Home,8.0,11.92,8.0,3.92,2023-05
T0391,C057,P003,2023-03-13,2,8.43,Mrs. Patricia Williams,F,52,Reevesfurt,Gadget X,Home,5.0,16.86,10.0,6.859999999999999,2023-03
T0392,C024,P001,2023-07-06,3,10.39,James Peters,F,38,Matthewshaven,Widget A,Electronics,7.0,31.17,21.0,10.170000000000002,2023-07
T0393,C033,P004,2023-06-27,1,11.71,Jennifer Vincent,F,33,Port Gary,Gadget Y,Home,8.0,11.71,8.0,3.710000000000001,2023-06
T0394,C015,P001,2023-04-08,1,9.73,Jesse Garrett,M,41,South Danieltown,Widget A,Electronics,7.0,9.73,7.0,2.7300000000000004,2023-04
T0395,C052,P004,2023-04-13,2,11.04,Michael Mcguire,F,64,Lake Jasonville,Gadget Y,Home,8.0,22.08,16.0,6.079999999999998,2023-04
T0396,C010,P005,2023-06-15,2,20.95,Todd Hughes,M,28,Territown,Tool Z,Outdoors,15.0,41.9,30.0,11.899999999999999,2023-06
T0397,C081,P001,2023-10-27,4,13.16,Mario Olson,F,38,Perezshire,Widget A,Electronics,7.0,52.64,28.0,24.64,2023-10
T0398,C020,P002,2023-08-04,2,17.14,Michael Frost,F,61,South Brittanystad,Widget B,Electronics,12.0,34.28,24.0,10.280000000000001,2023-08
T0399,C073,P003,2023-08-12,3,6.22,Mary Clark,F,53,Holdentown,Gadget X,Home,5.0,18.66,15.0,3.66,2023-08
T0400,C011,P002,2023-02-10,1,15.17,John Robinson,M,28,East Wayne,Widget B,Electronics,12.0,15.17,12.0,3.17,2023-02
T0401,C016,P005,2023-06-18,3,18.22,Benjamin Brown,M,20,New Jason,Tool Z,Outdoors,15.0,54.66,45.0,9.659999999999997,2023-06
T0402,C098,P004,2023-12-07,1,15.89,Jonathan Snyder,F,41,Lake Amandaland,Gadget Y,Home,8.0,15.89,8.0,7.890000000000001,2023-12
T0403,C078,P005,2023-12-21,3,28.76,Deanna Green,M,31,New Christopher,Tool Z,Outdoors,15.0,86.28,45.0,41.28,2023-12
T0404,C080,P002,2023-06-28,4,23.71,Dylan Wright,F,57,Lake Ericfurt,Widget B,Electronics,12.0,94.84,48.0,46.84,2023-06
T0405,C100,P005,2023-05-16,4,18.06,Elizabeth Young,F,61,East Rebeccamouth,Tool Z,Outdoors,15.0,72.24,60.0,12.239999999999995,2023-05
T0406,C049,P004,2023-03-09,2,11.25,Heather Hood MD,M,19,Dominguezberg,Gadget Y,Home,8.0,22.5,16.0,6.5,2023-03
T0407,C057,P003,2023-08-29,4,8.89,Mrs. Patricia Williams,F,52,Reevesfurt,Gadget X,Home,5.0,35.56,20.0,15.560000000000002,2023-08
T0408,C076,P004,2023-04-08,2,15.55,Kim Larson,M,32,Oliviamouth,Gadget Y,Home,8.0,31.1,16.0,15.100000000000001,2023-04
T0409,C040,P005,2023-06-13,3,24.42,Jerry Stephens,M,38,North Barry,Tool Z,Outdoors,15.0,73.26,45.0,28.260000000000005,2023-06
T0410,C080,P001,2023-05-06,2,9.97,Dylan Wright,F,57,Lake Ericfurt,Widget A,Electronics,7.0,19.94,14.0,5.940000000000001,2023-05
T0411,C079,P001,2023-03-02,4,9.55,Joseph Collins DVM,F,40,Frostville,Widget A,Electronics,7.0,38.2,28.0,10.200000000000003,2023-03
T0412,C098,P002,2023-01-11,2,17.51,Jonathan Snyder,F,41,Lake Amandaland,Widget B,Electronics,12.0,35.02,24.0,11.020000000000003,2023-01
T0413,C081,P002,2023-07-27,3,16.32,Mario Olson,F,38,Perezshire,Widget B,Electronics,12.0,48.96,36.0,12.96,2023-07
T0414,C034,P001,2023-12-12,4,9.76,Matthew Taylor,F,32,Harrisonmouth,Widget A,Electronics,7.0,39.04,28.0,11.04,2023-12
T0415,C021,P002,2023-06-29,3,21.19,Anna Lamb,M,47,Lake Karenchester,Widget B,Electronics,12.0,63.57000000000001,36.0,27.570000000000007,2023-06
T0416,C023,P005,2023-01-26,2,21.46,Olivia Powers,F,19,Ibarrafort,Tool Z,Outdoors,15.0,42.92,30.0,12.920000000000002,2023-01
T0417,C010,P002,2023-04-28,1,19.26,Todd Hughes,M,28,Territown,Widget B,Electronics,12.0,19.26,12.0,7.260000000000002,2023-04
T0418,C001,P004,2023-07-19,3,12.68,Paula Hall,M,56,Alexiston,Gadget Y,Home,8.0,38.04,24.0,14.04,2023-07
T0419,C058,P005,2023-10-19,3,25.13,John Newton,M,31,Lake Nathanielfurt,Tool Z,Outdoors,15.0,75.39,45.0,30.39,2023-10
T0420,C061,P003,2023-10-16,2,7.35,Brad Smith,M,57,Ericaton,Gadget X,Home,5.0,14.7,10.0,4.699999999999999,2023-10
T0421,C005,P002,2023-05-29,2,19.67,Adam Webb,M,25,Cooperstad,Widget B,Electronics,12.0,39.34,24.0,15.340000000000003,2023-05
T0422,C037,P003,2023-02-03,2,9.96,Crystal Cox,F,20,Carrilloland,Gadget X,Home,5.0,19.92,10.0,9.920000000000002,2023-02
T0423,C090,P004,2023-06-08,1,13.98,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget Y,Home,8.0,13.98,8.0,5.98,2023-06
T0424,C010,P002,2023-07-09,4,16.84,Todd Hughes,M,28,Territown,Widget B,Electronics,12.0,67.36,48.0,19.36,2023-07
T0425,C034,P005,2023-11-17,1,18.03,Matthew Taylor,F,32,Harrisonmouth,Tool Z,Outdoors,15.0,18.03,15.0,3.030000000000001,2023-11
T0426,C085,P002,2023-07-14,1,20.12,Heather Anderson,M,64,Suzanneside,Widget B,Electronics,12.0,20.12,12.0,8.120000000000001,2023-07
T0427,C055,P001,2023-12-07,4,11.79,Tina Dunn,M,25,Aarontown,Widget A,Electronics,7.0,47.16,28.0,19.159999999999997,2023-12
T0428,C070,P002,2023-04-29,3,17.75,John Marshall,M,61,East Jenna,Widget B,Electronics,12.0,53.25,36.0,17.25,2023-04
T0429,C083,P002,2023-03-28,1,22.57,Ian Thompson,F,62,Reedberg,Widget B,Electronics,12.0,22.57,12.0,10.57,2023-03
T0430,C035,P002,2023-05-11,4,23.66,Lynn Jensen,F,64,New Monica,Widget B,Electronics,12.0,94.64,48.0,46.64,2023-05
T0431,C010,P001,2023-03-04,2,13.62,Todd Hughes,M,28,Territown,Widget A,Electronics,7.0,27.24,14.0,13.239999999999998,2023-03
T0432,C022,P003,2023-04-27,3,9.75,Brenda Fry,M,55,North Steve,Gadget X,Home,5.0,29.25,15.0,14.25,2023-04
T0433,C077,P005,2023-10-22,4,22.55,Andrea Fisher,F,25,North Janicebury,Tool Z,Outdoors,15.0,90.2,60.0,30.200000000000003,2023-10
T0434,C037,P004,2023-11-08,1,14.34,Crystal Cox,F,20,Carrilloland,Gadget Y,Home,8.0,14.34,8.0,6.34,2023-11
T0435,C016,P004,2023-04-30,2,9.91,Benjamin Brown,M,20,New Jason,Gadget Y,Home,8.0,19.82,16.0,3.8200000000000003,2023-04
T0436,C089,P003,2023-06-02,1,6.56,Louis Thompson,F,62,Elizabethchester,Gadget X,Home,5.0,6.56,5.0,1.5599999999999996,2023-06
T0437,C090,P004,2023-01-08,1,14.4,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget Y,Home,8.0,14.4,8.0,6.4,2023-01
T0438,C035,P005,2023-08-08,4,19.96,Lynn Jensen,F,64,New Monica,Tool Z,Outdoors,15.0,79.84,60.0,19.840000000000003,2023-08
T0439,C070,P004,2023-03-25,1,10.79,John Marshall,M,61,East Jenna,Gadget Y,Home,8.0,10.79,8.0,2.789999999999999,2023-03
T0440,C057,P001,2023-02-11,3,12.13,Mrs. Patricia Williams,F,52,Reevesfurt,Widget A,Electronics,7.0,36.39,21.0,15.39,2023-02
T0441,C077,P001,2023-04-02,2,13.48,Andrea Fisher,F,25,North Janicebury,Widget A,Electronics,7.0,26.96,14.0,12.96,2023-04
T0442,C056,P003,2023-02-12,1,9.51,Brandon Payne,F,64,Washingtonburgh,Gadget X,Home,5.0,9.51,5.0,4.51,2023-02
T0443,C078,P003,2023-08-22,1,8.73,Deanna Green,M,31,New Christopher,Gadget X,Home,5.0,8.73,5.0,3.7300000000000004,2023-08
T0444,C004,P001,2023-12-06,4,10.86,Christine Burns,M,60,Port Kimberlyville,Widget A,Electronics,7.0,43.44,28.0,15.439999999999998,2023-12
T0445,C030,P005,2023-01-23,2,28.8,Whitney Carter,M,44,West Stephanie,Tool Z,Outdoors,15.0,57.6,30.0,27.6,2023-01
T0446,C076,P001,2023-01-14,1,10.09,Kim Larson,M,32,Oliviamouth,Widget A,Electronics,7.0,10.09,7.0,3.09,2023-01
T0447,C098,P003,2023-09-29,3,7.75,Jonathan Snyder,F,41,Lake Amandaland,Gadget X,Home,5.0,23.25,15.0,8.25,2023-09
T0448,C074,P001,2023-01-04,1,9.7,Michael Thompson,F,31,North Henryburgh,Widget A,Electronics,7.0,9.7,7.0,2.6999999999999993,2023-01
T0449,C098,P002,2023-02-27,1,18.16,Jonathan Snyder,F,41,Lake Amandaland,Widget B,Electronics,12.0,18.16,12.0,6.16,2023-02
T0450,C061,P005,2023-07-16,2,24.52,Brad Smith,M,57,Ericaton,Tool Z,Outdoors,15.0,49.04,30.0,19.04,2023-07
T0451,C084,P004,2023-01-06,4,11.07,Toni Nixon,M,35,South Deborahburgh,Gadget Y,Home,8.0,44.28,32.0,12.280000000000001,2023-01
T0452,C036,P002,2023-07-08,3,15.52,Kimberly Cross,M,61,South Reginald,Widget B,Electronics,12.0,46.56,36.0,10.560000000000002,2023-07
T0453,C075,P004,2023-03-21,2,11.73,Sean Mckenzie,M,48,Danielborough,Gadget Y,Home,8.0,23.46,16.0,7.460000000000001,2023-03
T0454,C082,P004,2023-06-21,3,11.74,Christopher Hawkins,M,33,South Andrewport,Gadget Y,Home,8.0,35.22,24.0,11.219999999999999,2023-06
T0455,C012,P004,2023-01-24,4,10.67,John Bright,M,41,Cynthiaburgh,Gadget Y,Home,8.0,42.68,32.0,10.68,2023-01
T0456,C045,P004,2023-10-01,3,13.57,William Monroe,M,42,Ayalachester,Gadget Y,Home,8.0,40.71,24.0,16.71,2023-10
T0457,C043,P003,2023-11-10,4,8.97,Robert Morales,M,35,East Cristinaview,Gadget X,Home,5.0,35.88,20.0,15.880000000000003,2023-11
T0458,C086,P001,2023-12-27,3,12.82,Isaac Doyle,F,41,Gardnermouth,Widget A,Electronics,7.0,38.46,21.0,17.46,2023-12
T0459,C021,P003,2023-07-10,2,9.01,Anna Lamb,M,47,Lake Karenchester,Gadget X,Home,5.0,18.02,10.0,8.02,2023-07
T0460,C053,P004,2023-03-24,1,11.19,Michele Smith,F,24,Port Shawn,Gadget Y,Home,8.0,11.19,8.0,3.1899999999999995,2023-03
T0461,C037,P004,2023-03-07,3,10.52,Crystal Cox,F,20,Carrilloland,Gadget Y,Home,8.0,31.56,24.0,7.559999999999999,2023-03
T0462,C098,P005,2023-03-06,4,24.84,Jonathan Snyder,F,41,Lake Amandaland,Tool Z,Outdoors,15.0,99.36,60.0,39.36,2023-03
T0463,C005,P004,2023-05-14,2,12.76,Adam Webb,M,25,Cooperstad,Gadget Y,Home,8.0,25.52,16.0,9.52,2023-05
T0464,C012,P003,2023-06-01,2,7.37,John Bright,M,41,Cynthiaburgh,Gadget X,Home,5.0,14.74,10.0,4.74,2023-06
T0465,C033,P003,2023-08-10,2,8.15,Jennifer Vincent,F,33,Port Gary,Gadget X,Home,5.0,16.3,10.0,6.300000000000001,2023-08
T0466,C015,P004,2023-03-18,3,15.02,Jesse Garrett,M,41,South Danieltown,Gadget Y,Home,8.0,45.06,24.0,21.060000000000002,2023-03
T0467,C066,P001,2023-06-25,4,11.78,Ronald Williams,F,21,Conleyburgh,Widget A,Electronics,7.0,47.12,28.0,19.119999999999997,2023-06
T0468,C085,P005,2023-09-25,3,27.57,Heather Anderson,M,64,Suzanneside,Tool Z,Outdoors,15.0,82.71000000000001,45.0,37.71000000000001,2023-09
T0469,C060,P004,2023-04-03,1,12.71,Valerie Jones,M,53,New Alexander,Gadget Y,Home,8.0,12.71,8.0,4.710000000000001,2023-04
T0470,C007,P002,2023-09-29,4,21.33,Robin Walters,M,56,Lake Nicolemouth,Widget B,Electronics,12.0,85.32,48.0,37.31999999999999,2023-09
T0471,C067,P003,2023-03-06,2,6.05,Joe Rogers,M,46,Martinhaven,Gadget X,Home,5.0,12.1,10.0,2.0999999999999996,2023-03
T0472,C080,P004,2023-08-30,3,14.04,Dylan Wright,F,57,Lake Ericfurt,Gadget Y,Home,8.0,42.12,24.0,18.119999999999997,2023-08
T0473,C081,P004,2023-07-12,4,14.18,Mario Olson,F,38,Perezshire,Gadget Y,Home,8.0,56.72,32.0,24.72,2023-07
T0474,C098,P001,2023-03-04,3,10.34,Jonathan Snyder,F,41,Lake Amandaland,Widget A,Electronics,7.0,31.02,21.0,10.02,2023-03
T0475,C027,P003,2023-03-09,3,9.84,Jennifer Black,M,39,Gibsonmouth,Gadget X,Home,5.0,29.52,15.0,14.52,2023-03
T0476,C071,P002,2023-12-19,4,20.0,Ann Stewart,M,51,Cannonshire,Widget B,Electronics,12.0,80.0,48.0,32.0,2023-12
T0477,C037,P004,2023-05-12,4,12.31,Crystal Cox,F,20,Carrilloland,Gadget Y,Home,8.0,49.24,32.0,17.240000000000002,2023-05
T0478,C090,P004,2023-07-31,2,15.66,Mr. Johnathan Stone MD,M,58,Abbottmouth,Gadget Y,Home,8.0,31.32,16.0,15.32,2023-07
T0479,C016,P001,2023-07-04,4,13.51,Benjamin Brown,M,20,New Jason,Widget A,Electronics,7.0,54.04,28.0,26.04,2023-07
T0480,C081,P005,2023-12-10,4,24.07,Mario Olson,F,38,Perezshire,Tool Z,Outdoors,15.0,96.28,60.0,36.28,2023-12
T0481,C031,P002,2023-08-15,1,16.86,Lindsay Gilbert,F,59,Deniseberg,Widget B,Electronics,12.0,16.86,12.0,4.859999999999999,2023-08
T0482,C040,P005,2023-01-24,4,28.47,Jerry Stephens,M,38,North Barry,Tool Z,Outdoors,15.0,113.88,60.0,53.879999999999995,2023-01
T0483,C002,P005,2023-09-11,4,19.23,Samantha Valenzuela,M,46,Cynthiafurt,Tool Z,Outdoors,15.0,76.92,60.0,16.92,2023-09
T0484,C053,P001,2023-08-28,4,12.3,Michele Smith,F,24,Port Shawn,Widget A,Electronics,7.0,49.2,28.0,21.200000000000003,2023-08
T0485,C029,P001,2023-03-28,4,8.53,Danielle Parker,M,42,South Richardport,Widget A,Electronics,7.0,34.12,28.0,6.119999999999997,2023-03
T0486,C060,P001,2023-08-16,3,9.25,Valerie Jones,M,53,New Alexander,Widget A,Electronics,7.0,27.75,21.0,6.75,2023-08
T0487,C083,P002,2023-11-20,4,17.99,Ian Thompson,F,62,Reedberg,Widget B,Electronics,12.0,71.96,48.0,23.959999999999994,2023-11
T0488,C064,P003,2023-03-02,1,7.7,April Guzman,F,23,Lake Melissa,Gadget X,Home,5.0,7.7,5.0,2.7,2023-03
T0489,C066,P003,2023-07-15,1,6.42,Ronald Williams,F,21,Conleyburgh,Gadget X,Home,5.0,6.42,5.0,1.42,2023-07
T0490,C054,P004,2023-10-02,1,15.52,Michelle Padilla,F,61,Monicaland,Gadget Y,Home,8.0,15.52,8.0,7.52,2023-10
T0491,C061,P002,2023-10-29,3,15.58,Brad Smith,M,57,Ericaton,Widget B,Electronics,12.0,46.74,36.0,10.740000000000002,2023-10
T0492,C059,P005,2023-01-26,1,29.82,Shane Cruz,F,34,Jasonside,Tool Z,Outdoors,15.0,29.82,15.0,14.82,2023-01
T0493,C019,P004,2023-02-21,2,10.79,Jason Davis,F,41,New Jessicafort,Gadget Y,Home,8.0,21.58,16.0,5.579999999999998,2023-02
T0494,C025,P005,2023-07-02,3,29.05,Theresa Smith,F,50,Sylviastad,Tool Z,Outdoors,15.0,87.15,45.0,42.150000000000006,2023-07
T0495,C066,P002,2023-12-14,3,17.39,Ronald Williams,F,21,Conleyburgh,Widget B,Electronics,12.0,52.17,36.0,16.17,2023-12
T0496,C009,P003,2023-11-04,3,8.37,Laurie Sparks,F,40,South Robert,Gadget X,Home,5.0,25.11,15.0,10.11,2023-11
T0497,C099,P004,2023-12-07,1,12.03,Robert Carter,M,18,Westmouth,Gadget Y,Home,8.0,12.03,8.0,4.029999999999999,2023-12
T0498,C044,P005,2023-12-18,1,22.02,Robert Zuniga,M,21,Carrilloside,Tool Z,Outdoors,15.0,22.02,15.0,7.02,2023-12
T0499,C035,P001,2023-09-01,4,12.81,Lynn Jensen,F,64,New Monica,Widget A,Electronics,7.0,51.24,28.0,23.240000000000002,2023-09
T0500,C037,P003,2023-10-18,2,7.33,Crystal Cox,F,20,Carrilloland,Gadget X,Home,5.0,14.66,10.0,4.66,2023-10
T0501,C076,P005,2023-11-03,3,22.97,Kim Larson,M,32,Oliviamouth,Tool Z,Outdoors,15.0,68.91,45.0,23.909999999999997,2023-11
T0502,C085,P004,2023-07-31,2,15.49,Heather Anderson,M,64,Suzanneside,Gadget Y,Home,8.0,30.98,16.0,14.98,2023-07
T0503,C020,P004,2023-10-10,2,12.58,Michael Frost,F,61,South Brittanystad,Gadget Y,Home,8.0,25.16,16.0,9.16,2023-10
T0504,C069,P004,2023-12-18,3,14.32,Matthew Ortiz,M,43,Port Cherylmouth,Gadget Y,Home,8.0,42.96,24.0,18.96,2023-12
T0505,C045,P003,2023-11-21,1,8.35,William Monroe,M,42,Ayalachester,Gadget X,Home,5.0,8.35,5.0,3.3499999999999996,2023-11
T0506,C071,P005,2023-01-25,3,23.43,Ann Stewart,M,51,Cannonshire,Tool Z,Outdoors,15.0,70.28999999999999,45.0,25.289999999999992,2023-01
T0507,C049,P004,2023-05-18,3,11.19,Heather Hood MD,M,19,Dominguezberg,Gadget Y,Home,8.0,33.57,24.0,9.57,2023-05
T0508,C042,P002,2023-05-28,1,19.18,Christopher Hodges,F,56,North Heather,Widget B,Electronics,12.0,19.18,12.0,7.18,2023-05
T0509,C090,P002,2023-06-14,2,14.73,Mr. Johnathan Stone MD,M,58,Abbottmouth,Widget B,Electronics,12.0,29.46,24.0,5.460000000000001,2023-06
T0510,C074,P004,2023-12-18,1,11.92,Michael Thompson,F,31,North Henryburgh,Gadget Y,Home,8.0,11.92,8.0,3.92,2023-12
T0511,C030,P004,2023-02-28,3,11.38,Whitney Carter,M,44,West Stephanie,Gadget Y,Home,8.0,34.14,24.0,10.14,2023-02
T0512,C006,P003,2023-07-17,2,6.05,Clinton Fuentes,M,38,Lake Josephberg,Gadget X,Home,5.0,12.1,10.0,2.0999999999999996,2023-07
T0513,C096,P004,2023-09-02,1,12.9,Jennifer Mccoy,M,24,New Kristinmouth,Gadget Y,Home,8.0,12.9,8.0,4.9,2023-09
T0514,C091,P004,2023-02-24,1,15.75,Anita Walsh,M,46,New Robertville,Gadget Y,Home,8.0,15.75,8.0,7.75,2023-02
T0515,C050,P002,2023-10-17,1,19.75,Carol Martin,M,37,Norrischester,Widget B,Electronics,12.0,19.75,12.0,7.75,2023-10
T0516,C064,P001,2023-05-05,2,8.88,April Guzman,F,23,Lake Melissa,Widget A,Electronics,7.0,17.76,14.0,3.7600000000000016,2023-05
T0517,C017,P005,2023-06-28,1,20.21,Todd Chavez,F,39,Austinburgh,Tool Z,Outdoors,15.0,20.21,15.0,5.210000000000001,2023-06
T0518,C076,P003,2023-12-15,3,8.38,Kim Larson,M,32,Oliviamouth,Gadget X,Home,5.0,25.14,15.0,10.14,2023-12
T0519,C013,P004,2023-04-20,1,12.14,Travis Kim,M,53,North Gary,Gadget Y,Home,8.0,12.14,8.0,4.140000000000001,2023-04
T0520,C013,P005,2023-09-20,3,20.52,Travis Kim,M,53,North Gary,Tool Z,Outdoors,15.0,61.56,45.0,16.560000000000002,2023-09
T0521,C059,P001,2023-11-27,3,10.36,Shane Cruz,F,34,Jasonside,Widget A,Electronics,7.0,31.08,21.0,10.079999999999998,2023-11
T0522,C093,P002,2023-04-16,2,16.23,Patrick Wood,M,62,New Devin,Widget B,Electronics,12.0,32.46,24.0,8.46,2023-04
T0523,C053,P002,2023-02-01,1,18.03,Michele Smith,F,24,Port Shawn,Widget B,Electronics,12.0,18.03,12.0,6.030000000000001,2023-02
T0524,C010,P004,2023-06-17,4,13.21,Todd Hughes,M,28,Territown,Gadget Y,Home,8.0,52.84,32.0,20.840000000000003,2023-06
T0525,C034,P003,2023-01-31,2,7.18,Matthew Taylor,F,32,Harrisonmouth,Gadget X,Home,5.0,14.36,10.0,4.359999999999999,2023-01
T0526,C080,P004,2023-03-13,3,12.5,Dylan Wright,F,57,Lake Ericfurt,Gadget Y,Home,8.0,37.5,24.0,13.5,2023-03
T0527,C084,P001,2023-12-19,2,11.39,Toni Nixon,M,35,South Deborahburgh,Widget A,Electronics,7.0,22.78,14.0,8.780000000000001,2023-12
T0528,C043,P005,2023-08-08,1,22.81,Robert Morales,M,35,East Cristinaview,Tool Z,Outdoors,15.0,22.81,15.0,7.809999999999999,2023-08
T0529,C049,P003,2023-06-27,2,9.06,Heather Hood MD,M,19,Dominguezberg,Gadget X,Home,5.0,18.12,10.0,8.120000000000001,2023-06
T0530,C081,P004,2023-06-29,4,10.76,Mario Olson,F,38,Perezshire,Gadget Y,Home,8.0,43.04,32.0,11.04,2023-06
T0531,C070,P001,2023-04-22,1,8.82,John Marshall,M,61,East Jenna,Widget A,Electronics,7.0,8.82,7.0,1.8200000000000003,2023-04
T0532,C080,P001,2023-05-24,3,10.49,Dylan Wright,F,57,Lake Ericfurt,Widget A,Electronics,7.0,31.47,21.0,10.469999999999999,2023-05
T0533,C031,P003,2023-09-06,2,9.59,Lindsay Gilbert,F,59,Deniseberg,Gadget X,Home,5.0,19.18,10.0,9.18,2023-09
T0534,C030,P001,2023-12-26,2,10.69,Whitney Carter,M,44,West Stephanie,Widget A,Electronics,7.0,21.38,14.0,7.379999999999999,2023-12
T0535,C056,P001,2023-09-19,3,13.88,Brandon Payne,F,64,Washingtonburgh,Widget A,Electronics,7.0,41.64,21.0,20.64,2023-09
T0536,C098,P001,2023-10-09,4,12.41,Jonathan Snyder,F,41,Lake Amandaland,Widget A,Electronics,7.0,49.64,28.0,21.64,2023-10
T0537,C057,P002,2023-09-15,1,18.32,Mrs. Patricia Williams,F,52,Reevesfurt,Widget B,Electronics,12.0,18.32,12.0,6.32,2023-09
T0538,C089,P003,2023-03-26,1,6.89,Louis Thompson,F,62,Elizabethchester,Gadget X,Home,5.0,6.89,5.0,1.8899999999999997,2023-03
T0539,C004,P001,2023-06-08,4,9.5,Christine Burns,M,60,Port Kimberlyville,Widget A,Electronics,7.0,38.0,28.0,10.0,2023-06
T0540,C042,P001,2023-03-07,3,8.51,Christopher Hodges,F,56,North Heather,Widget A,Electronics,7.0,25.53,21.0,4.530000000000001,2023-03
T0541,C038,P003,2023-12-20,2,7.36,Haley White,M,54,East Tony,Gadget X,Home,5.0,14.72,10.0,4.720000000000001,2023-12
T0542,C048,P004,2023-07-18,1,10.74,Sheila Johnson,M,43,Susanhaven,Gadget Y,Home,8.0,10.74,8.0,2.74,2023-07
T0543,C019,P002,2023-10-22,1,19.74,Jason Davis,F,41,New Jessicafort,Widget B,Electronics,12.0,19.74,12.0,7.739999999999998,2023-10
T0544,C068,P004,2023-01-29,4,10.24,John Martin,F,35,New Michaelaborough,Gadget Y,Home,8.0,40.96,32.0,8.96,2023-01
T0545,C073,P002,2023-09-05,4,23.89,Mary Clark,F,53,Holdentown,Widget B,Electronics,12.0,95.56,48.0,47.56,2023-09
